,NO_1,NO_2,NO_3,NO_4,NO_5
2019-02-04 14:00:00+01:00,54.09,52.56,54.09,54.09,54.09
2019-02-04 15:00:00+01:00,54.01,52.57,54.01,54.01,54.01
2019-02-04 16:00:00+01:00,54.52,52.63,54.52,54.52,54.52
2019-02-04 17:00:00+01:00,55.5,52.67,55.5,55.5,54.74
2019-02-04 18:00:00+01:00,54.2,52.65,54.2,54.2,54.2
2019-02-04 19:00:00+01:00,52.96,52.65,52.96,52.96,52.96
2019-02-04 20:00:00+01:00,52.18,52.18,52.18,52.18,52.18
2019-02-04 21:00:00+01:00,51.66,51.66,51.66,51.66,51.66
2019-02-04 22:00:00+01:00,50.59,50.59,50.59,50.59,50.59
2019-02-04 23:00:00+01:00,49.09,49.09,49.09,49.09,49.09
2019-02-05 00:00:00+01:00,47.96,47.96,47.74,47.74,47.96
2019-02-05 01:00:00+01:00,47.74,47.74,47.47,47.47,47.74
2019-02-05 02:00:00+01:00,47.59,47.59,47.36,47.36,47.59
2019-02-05 03:00:00+01:00,47.5,47.5,47.5,47.5,47.5
2019-02-05 04:00:00+01:00,47.78,47.78,47.78,47.78,47.78
2019-02-05 05:00:00+01:00,49.77,49.77,49.77,49.77,49.77
2019-02-05 06:00:00+01:00,51.38,51.38,51.38,51.38,51.38
2019-02-05 07:00:00+01:00,53.61,53.61,55.25,55.25,53.61
2019-02-05 08:00:00+01:00,54.9,54.9,55.07,55.07,54.9
2019-02-05 09:00:00+01:00,54.83,54.83,54.83,54.83,54.83
2019-02-05 10:00:00+01:00,54.55,54.55,54.55,54.55,54.55
2019-02-05 11:00:00+01:00,54.09,54.09,54.09,54.09,54.09
2019-02-05 12:00:00+01:00,53.49,53.49,53.49,53.49,53.49
2019-02-05 13:00:00+01:00,53.4,53.4,53.4,53.4,53.4
2019-02-05 14:00:00+01:00,53.61,53.61,53.61,53.61,53.61
2019-02-05 15:00:00+01:00,53.63,53.63,53.63,53.63,53.63
2019-02-05 16:00:00+01:00,54.53,54.53,54.53,54.53,54.53
2019-02-05 17:00:00+01:00,57.12,57.12,57.12,57.12,57.12
2019-02-05 18:00:00+01:00,56.65,56.65,56.65,56.65,56.65
2019-02-05 19:00:00+01:00,55.19,55.19,55.19,55.19,55.19
2019-02-05 20:00:00+01:00,53.69,53.69,53.69,53.69,53.69
2019-02-05 21:00:00+01:00,52.6,52.6,52.6,52.6,52.6
2019-02-05 22:00:00+01:00,50.9,50.9,50.9,50.9,50.9
2019-02-05 23:00:00+01:00,49.58,49.58,49.58,49.58,49.58
2019-02-06 00:00:00+01:00,49.33,49.33,49.33,49.33,49.33
2019-02-06 01:00:00+01:00,49.03,49.03,49.03,49.03,49.03
2019-02-06 02:00:00+01:00,48.92,48.92,48.92,48.92,48.92
2019-02-06 03:00:00+01:00,49.03,49.03,49.03,49.03,49.03
2019-02-06 04:00:00+01:00,49.65,49.65,49.65,49.65,49.65
2019-02-06 05:00:00+01:00,51.17,51.17,51.17,51.17,51.17
2019-02-06 06:00:00+01:00,52.34,52.34,52.34,52.34,52.34
2019-02-06 07:00:00+01:00,60.05,55.06,55.32,55.32,55.06
2019-02-06 08:00:00+01:00,63.88,57.78,55.84,55.84,57.78
2019-02-06 09:00:00+01:00,54.84,54.51,54.84,54.84,54.51
2019-02-06 10:00:00+01:00,53.73,53.6,53.73,53.73,53.73
2019-02-06 11:00:00+01:00,53.32,53.32,53.32,53.32,53.32
2019-02-06 12:00:00+01:00,53.19,53.19,53.19,53.19,53.19
2019-02-06 13:00:00+01:00,52.81,52.81,52.81,52.81,52.81
2019-02-06 14:00:00+01:00,52.93,52.93,52.93,52.93,52.93
2019-02-06 15:00:00+01:00,53.8,53.8,53.72,53.72,53.8
2019-02-06 16:00:00+01:00,55.37,55.37,53.21,53.21,55.37
2019-02-06 17:00:00+01:00,60.27,60.27,52.72,52.72,60.27
2019-02-06 18:00:00+01:00,60.9,60.9,52.4,52.4,60.9
2019-02-06 19:00:00+01:00,57.06,57.06,51.78,51.78,57.06
2019-02-06 20:00:00+01:00,52.89,52.89,52.77,52.77,52.89
2019-02-06 21:00:00+01:00,51.63,51.63,51.63,51.63,51.63
2019-02-06 22:00:00+01:00,50.2,50.2,50.2,50.2,50.2
2019-02-06 23:00:00+01:00,48.17,48.17,48.17,48.17,48.17
2019-02-07 00:00:00+01:00,47.78,47.78,47.39,47.39,47.78
2019-02-07 01:00:00+01:00,47.33,47.33,46.32,46.32,47.33
2019-02-07 02:00:00+01:00,47.02,47.02,45.84,45.84,47.02
2019-02-07 03:00:00+01:00,46.84,46.84,45.96,45.96,46.84
2019-02-07 04:00:00+01:00,47.21,47.21,47.21,47.21,47.21
2019-02-07 05:00:00+01:00,48.97,48.97,48.97,48.97,48.97
2019-02-07 06:00:00+01:00,50.34,50.34,50.29,50.29,50.34
2019-02-07 07:00:00+01:00,52.45,52.45,52.45,52.45,52.45
2019-02-07 08:00:00+01:00,53.04,53.04,53.04,53.04,53.04
2019-02-07 09:00:00+01:00,51.98,51.98,51.98,51.98,51.98
2019-02-07 10:00:00+01:00,51.47,51.47,51.47,51.47,51.47
2019-02-07 11:00:00+01:00,51.35,51.35,51.35,51.35,51.35
2019-02-07 12:00:00+01:00,51.09,51.09,51.09,51.09,51.09
2019-02-07 13:00:00+01:00,50.8,50.8,50.8,50.8,50.8
2019-02-07 14:00:00+01:00,50.7,50.7,50.7,50.7,50.7
2019-02-07 15:00:00+01:00,50.69,50.69,50.69,50.69,50.69
2019-02-07 16:00:00+01:00,50.76,50.76,50.76,50.76,50.76
2019-02-07 17:00:00+01:00,51.37,51.37,51.37,51.37,51.37
2019-02-07 18:00:00+01:00,51.4,51.4,51.4,51.4,51.4
2019-02-07 19:00:00+01:00,50.41,50.41,50.41,50.41,50.41
2019-02-07 20:00:00+01:00,49.72,49.72,49.72,49.72,49.72
2019-02-07 21:00:00+01:00,48.82,48.82,48.82,48.82,48.82
2019-02-07 22:00:00+01:00,48.38,48.38,48.38,48.38,48.38
2019-02-07 23:00:00+01:00,47.58,47.58,46.91,46.91,47.58
2019-02-08 00:00:00+01:00,48.4,48.4,46.14,46.14,48.4
2019-02-08 01:00:00+01:00,48.08,48.08,44.86,44.86,48.08
2019-02-08 02:00:00+01:00,47.93,47.93,43.06,43.06,47.93
2019-02-08 03:00:00+01:00,47.85,47.85,43.05,43.05,47.85
2019-02-08 04:00:00+01:00,47.76,47.76,45.36,45.36,47.76
2019-02-08 05:00:00+01:00,48.02,48.02,48.02,48.02,48.02
2019-02-08 06:00:00+01:00,49.96,49.96,49.96,49.96,49.96
2019-02-08 07:00:00+01:00,52.23,52.23,52.23,52.23,52.23
2019-02-08 08:00:00+01:00,52.8,52.8,52.8,52.8,52.8
2019-02-08 09:00:00+01:00,52.74,52.74,52.74,52.74,52.74
2019-02-08 10:00:00+01:00,51.35,51.35,51.35,51.35,51.35
2019-02-08 11:00:00+01:00,50.66,50.66,50.66,50.66,50.66
2019-02-08 12:00:00+01:00,50.27,50.27,50.27,50.27,50.27
2019-02-08 13:00:00+01:00,49.83,49.83,49.83,49.83,49.83
2019-02-08 14:00:00+01:00,49.91,49.91,49.91,49.91,49.91
2019-02-08 15:00:00+01:00,49.42,49.42,49.42,49.42,49.42
2019-02-08 16:00:00+01:00,49.71,49.71,49.71,49.71,49.71
2019-02-08 17:00:00+01:00,50.42,50.42,50.42,50.42,50.42
2019-02-08 18:00:00+01:00,50.66,50.66,50.66,50.66,50.66
2019-02-08 19:00:00+01:00,49.17,49.17,49.17,49.17,49.17
2019-02-08 20:00:00+01:00,48.97,48.97,48.97,48.97,48.97
2019-02-08 21:00:00+01:00,48.21,48.21,47.93,47.93,48.21
2019-02-08 22:00:00+01:00,47.97,47.97,47.3,47.3,47.97
2019-02-08 23:00:00+01:00,48.02,48.02,44.34,44.34,48.02
2019-02-09 00:00:00+01:00,47.73,47.73,46.57,46.57,47.73
2019-02-09 01:00:00+01:00,47.24,47.24,45.91,45.91,47.24
2019-02-09 02:00:00+01:00,47.11,47.11,45.02,45.02,47.11
2019-02-09 03:00:00+01:00,47.05,47.05,44.69,44.69,47.05
2019-02-09 04:00:00+01:00,47.04,47.04,45.59,45.59,47.04
2019-02-09 05:00:00+01:00,46.99,46.99,46.43,46.43,46.99
2019-02-09 06:00:00+01:00,47.31,47.31,45.98,45.98,47.31
2019-02-09 07:00:00+01:00,47.23,47.23,46.54,46.54,47.23
2019-02-09 08:00:00+01:00,47.24,47.24,46.63,46.63,47.24
2019-02-09 09:00:00+01:00,48.17,48.17,48.17,48.17,48.17
2019-02-09 10:00:00+01:00,48.7,48.7,48.7,48.7,48.7
2019-02-09 11:00:00+01:00,48.64,48.64,48.64,48.64,48.64
2019-02-09 12:00:00+01:00,48.36,48.36,48.36,48.36,48.36
2019-02-09 13:00:00+01:00,47.82,47.82,47.82,47.82,47.82
2019-02-09 14:00:00+01:00,47.59,47.59,47.22,47.22,47.59
2019-02-09 15:00:00+01:00,47.59,47.59,47.01,47.01,47.59
2019-02-09 16:00:00+01:00,48.12,48.12,48.12,48.12,48.12
2019-02-09 17:00:00+01:00,49.4,49.4,49.4,49.4,49.4
2019-02-09 18:00:00+01:00,49.35,49.35,49.35,49.35,49.35
2019-02-09 19:00:00+01:00,48.41,48.41,47.51,47.51,48.41
2019-02-09 20:00:00+01:00,48.0,48.0,46.13,46.13,48.0
2019-02-09 21:00:00+01:00,47.46,47.46,46.67,46.67,47.46
2019-02-09 22:00:00+01:00,47.83,47.83,46.65,46.65,47.83
2019-02-09 23:00:00+01:00,47.7,47.7,46.19,46.19,47.7
2019-02-10 00:00:00+01:00,47.06,47.06,44.29,44.29,47.06
2019-02-10 01:00:00+01:00,46.39,46.39,44.09,44.09,46.39
2019-02-10 02:00:00+01:00,46.34,46.34,43.8,43.8,46.34
2019-02-10 03:00:00+01:00,46.31,46.31,43.2,43.2,46.31
2019-02-10 04:00:00+01:00,46.29,46.29,43.29,43.29,46.29
2019-02-10 05:00:00+01:00,46.29,46.29,44.08,44.08,46.29
2019-02-10 06:00:00+01:00,46.84,46.84,43.0,43.0,46.84
2019-02-10 07:00:00+01:00,46.7,46.7,44.06,44.06,46.7
2019-02-10 08:00:00+01:00,46.63,46.63,44.72,44.72,46.63
2019-02-10 09:00:00+01:00,47.15,47.15,44.97,44.97,47.15
2019-02-10 10:00:00+01:00,47.71,47.71,45.67,45.67,47.71
2019-02-10 11:00:00+01:00,47.77,47.77,46.07,46.07,47.77
2019-02-10 12:00:00+01:00,47.73,47.73,46.47,46.47,47.73
2019-02-10 13:00:00+01:00,47.09,47.09,46.82,46.82,47.09
2019-02-10 14:00:00+01:00,46.9,46.9,46.9,46.9,46.9
2019-02-10 15:00:00+01:00,47.04,47.04,47.04,47.04,47.04
2019-02-10 16:00:00+01:00,48.21,48.21,48.21,48.21,48.21
2019-02-10 17:00:00+01:00,49.41,49.41,49.41,49.41,49.41
2019-02-10 18:00:00+01:00,49.73,49.73,49.73,49.73,49.73
2019-02-10 19:00:00+01:00,49.48,49.48,49.48,49.48,49.48
2019-02-10 20:00:00+01:00,48.14,48.14,48.14,48.14,48.14
2019-02-10 21:00:00+01:00,47.25,47.25,47.25,47.25,47.25
2019-02-10 22:00:00+01:00,46.62,46.62,46.62,46.62,46.62
2019-02-10 23:00:00+01:00,46.55,46.55,45.57,45.57,46.55
2019-02-11 00:00:00+01:00,46.54,46.54,45.93,45.93,46.54
2019-02-11 01:00:00+01:00,46.4,46.4,44.94,44.94,46.4
2019-02-11 02:00:00+01:00,46.4,46.4,44.44,44.44,46.4
2019-02-11 03:00:00+01:00,46.37,46.37,44.21,44.21,46.37
2019-02-11 04:00:00+01:00,46.2,46.2,44.78,44.78,46.2
2019-02-11 05:00:00+01:00,46.51,46.51,46.51,46.51,46.51
2019-02-11 06:00:00+01:00,47.47,47.47,47.47,47.47,47.47
2019-02-11 07:00:00+01:00,49.04,49.04,49.04,49.04,49.04
2019-02-11 08:00:00+01:00,49.41,49.41,49.41,49.41,49.41
2019-02-11 09:00:00+01:00,48.44,48.44,48.44,48.44,48.44
2019-02-11 10:00:00+01:00,48.25,48.25,48.25,48.25,48.25
2019-02-11 11:00:00+01:00,47.98,47.98,47.98,47.98,47.98
2019-02-11 12:00:00+01:00,47.91,47.91,47.91,47.91,47.91
2019-02-11 13:00:00+01:00,47.71,47.71,47.71,47.71,47.71
2019-02-11 14:00:00+01:00,47.54,47.54,47.54,47.54,47.54
2019-02-11 15:00:00+01:00,47.5,47.5,47.5,47.5,47.5
2019-02-11 16:00:00+01:00,47.67,47.67,47.67,47.67,47.67
2019-02-11 17:00:00+01:00,48.19,48.19,48.19,48.19,48.19
2019-02-11 18:00:00+01:00,48.51,48.51,48.51,48.51,48.51
2019-02-11 19:00:00+01:00,48.73,48.73,48.73,48.73,48.73
2019-02-11 20:00:00+01:00,47.96,47.96,47.96,47.96,47.96
2019-02-11 21:00:00+01:00,47.28,47.28,47.06,47.06,47.28
2019-02-11 22:00:00+01:00,47.5,47.5,45.21,45.21,47.5
2019-02-11 23:00:00+01:00,47.31,47.31,41.92,41.92,47.31
2019-02-12 00:00:00+01:00,46.41,46.41,40.69,40.69,46.41
2019-02-12 01:00:00+01:00,46.25,46.25,39.89,39.89,46.25
2019-02-12 02:00:00+01:00,46.23,46.23,39.43,39.43,46.23
2019-02-12 03:00:00+01:00,46.21,46.21,39.86,39.86,46.21
2019-02-12 04:00:00+01:00,45.93,45.93,43.31,43.31,45.93
2019-02-12 05:00:00+01:00,46.31,46.31,46.31,46.31,46.31
2019-02-12 06:00:00+01:00,47.9,47.9,47.9,47.9,47.9
2019-02-12 07:00:00+01:00,50.33,50.33,47.91,47.91,50.33
2019-02-12 08:00:00+01:00,52.02,52.02,48.53,48.53,52.02
2019-02-12 09:00:00+01:00,52.53,52.53,48.77,48.77,52.53
2019-02-12 10:00:00+01:00,51.89,51.89,48.48,48.48,51.89
2019-02-12 11:00:00+01:00,50.71,50.71,48.43,48.43,50.71
2019-02-12 12:00:00+01:00,50.02,50.02,48.59,48.59,50.02
2019-02-12 13:00:00+01:00,49.59,49.59,48.61,48.61,49.59
2019-02-12 14:00:00+01:00,49.98,49.98,48.48,48.48,49.98
2019-02-12 15:00:00+01:00,49.98,49.98,48.27,48.27,49.98
2019-02-12 16:00:00+01:00,50.31,50.31,48.45,48.45,50.31
2019-02-12 17:00:00+01:00,50.72,50.72,48.59,48.59,50.72
2019-02-12 18:00:00+01:00,50.5,50.5,48.87,48.87,50.5
2019-02-12 19:00:00+01:00,49.35,49.35,48.66,48.66,49.35
2019-02-12 20:00:00+01:00,47.93,47.93,47.93,47.93,47.93
2019-02-12 21:00:00+01:00,47.37,47.37,47.37,47.37,47.37
2019-02-12 22:00:00+01:00,46.86,46.86,46.86,46.86,46.86
2019-02-12 23:00:00+01:00,46.1,46.1,46.1,46.1,46.1
2019-02-13 00:00:00+01:00,44.93,44.93,43.78,43.78,44.93
2019-02-13 01:00:00+01:00,44.65,44.65,40.69,40.69,44.65
2019-02-13 02:00:00+01:00,44.62,44.62,40.06,40.06,44.62
2019-02-13 03:00:00+01:00,44.62,44.62,39.71,39.71,44.62
2019-02-13 04:00:00+01:00,44.58,44.58,41.28,41.28,44.58
2019-02-13 05:00:00+01:00,44.58,44.58,43.29,43.29,44.58
2019-02-13 06:00:00+01:00,45.84,45.84,45.84,45.84,45.84
2019-02-13 07:00:00+01:00,47.79,47.79,47.21,47.21,47.79
2019-02-13 08:00:00+01:00,48.42,48.42,47.24,47.24,48.42
2019-02-13 09:00:00+01:00,47.33,47.33,47.25,47.25,47.33
2019-02-13 10:00:00+01:00,46.96,46.96,46.96,46.96,46.96
2019-02-13 11:00:00+01:00,46.66,46.66,46.66,46.66,46.66
2019-02-13 12:00:00+01:00,46.14,46.14,46.14,46.14,46.14
2019-02-13 13:00:00+01:00,46.15,46.15,46.15,46.15,46.15
2019-02-13 14:00:00+01:00,46.3,46.3,46.3,46.3,46.3
2019-02-13 15:00:00+01:00,46.82,46.82,46.74,46.74,46.82
2019-02-13 16:00:00+01:00,47.88,47.88,46.72,46.72,47.88
2019-02-13 17:00:00+01:00,48.58,48.58,46.9,46.9,48.58
2019-02-13 18:00:00+01:00,48.89,48.89,46.99,46.99,48.89
2019-02-13 19:00:00+01:00,48.56,48.56,46.97,46.97,48.56
2019-02-13 20:00:00+01:00,47.55,47.55,47.55,47.55,47.55
2019-02-13 21:00:00+01:00,46.42,46.42,46.42,46.42,46.42
2019-02-13 22:00:00+01:00,45.97,45.97,45.97,45.97,45.97
2019-02-13 23:00:00+01:00,44.26,44.26,43.62,43.62,44.26
2019-02-14 00:00:00+01:00,43.16,43.16,41.75,41.75,43.16
2019-02-14 01:00:00+01:00,43.05,43.05,40.12,40.12,43.05
2019-02-14 02:00:00+01:00,43.0,43.0,39.85,39.85,43.0
2019-02-14 03:00:00+01:00,42.99,42.99,40.6,40.6,42.99
2019-02-14 04:00:00+01:00,43.0,43.0,43.0,43.0,43.0
2019-02-14 05:00:00+01:00,44.49,44.49,44.49,44.49,44.49
2019-02-14 06:00:00+01:00,45.87,45.87,44.94,44.94,45.87
2019-02-14 07:00:00+01:00,47.26,47.26,45.12,45.12,47.26
2019-02-14 08:00:00+01:00,47.58,47.58,44.99,44.99,47.58
2019-02-14 09:00:00+01:00,47.46,47.46,44.85,44.85,47.46
2019-02-14 10:00:00+01:00,47.23,47.23,44.7,44.7,47.23
2019-02-14 11:00:00+01:00,46.12,46.12,44.57,44.57,46.12
2019-02-14 12:00:00+01:00,44.7,44.7,44.7,44.7,44.7
2019-02-14 13:00:00+01:00,44.65,44.65,44.64,44.64,44.65
2019-02-14 14:00:00+01:00,45.19,45.19,44.53,44.53,45.19
2019-02-14 15:00:00+01:00,45.99,45.99,44.55,44.55,45.99
2019-02-14 16:00:00+01:00,46.53,46.53,44.49,44.49,46.53
2019-02-14 17:00:00+01:00,47.0,47.0,44.55,44.55,47.0
2019-02-14 18:00:00+01:00,46.88,46.88,44.54,44.54,46.88
2019-02-14 19:00:00+01:00,46.11,46.11,44.48,44.48,46.11
2019-02-14 20:00:00+01:00,44.98,44.98,44.75,44.75,44.98
2019-02-14 21:00:00+01:00,44.3,44.3,44.3,44.3,44.3
2019-02-14 22:00:00+01:00,43.84,43.84,43.84,43.84,43.84
2019-02-14 23:00:00+01:00,42.76,42.76,42.76,42.76,42.76
2019-02-15 00:00:00+01:00,43.18,43.18,42.7,42.7,43.18
2019-02-15 01:00:00+01:00,42.19,42.19,41.18,41.18,42.19
2019-02-15 02:00:00+01:00,41.79,41.79,40.35,40.35,41.79
2019-02-15 03:00:00+01:00,41.73,41.73,39.59,39.59,41.73
2019-02-15 04:00:00+01:00,41.72,41.72,41.1,41.1,41.72
2019-02-15 05:00:00+01:00,43.67,43.67,43.67,43.67,43.67
2019-02-15 06:00:00+01:00,44.56,44.56,44.34,44.34,44.56
2019-02-15 07:00:00+01:00,45.62,45.62,44.59,44.59,45.62
2019-02-15 08:00:00+01:00,45.94,45.94,44.81,44.81,45.94
2019-02-15 09:00:00+01:00,45.94,45.94,44.93,44.93,45.94
2019-02-15 10:00:00+01:00,45.99,45.99,44.98,44.98,45.99
2019-02-15 11:00:00+01:00,44.63,44.63,44.63,44.63,44.63
2019-02-15 12:00:00+01:00,43.73,43.73,43.73,43.73,43.73
2019-02-15 13:00:00+01:00,43.36,43.36,43.36,43.36,43.36
2019-02-15 14:00:00+01:00,43.56,43.56,43.56,43.56,43.56
2019-02-15 15:00:00+01:00,44.41,44.41,44.41,44.41,44.41
2019-02-15 16:00:00+01:00,45.0,45.0,45.0,45.0,45.0
2019-02-15 17:00:00+01:00,45.36,45.36,45.36,45.36,45.36
2019-02-15 18:00:00+01:00,45.38,45.38,45.38,45.38,45.38
2019-02-15 19:00:00+01:00,45.01,45.01,45.01,45.01,45.01
2019-02-15 20:00:00+01:00,44.35,44.35,44.35,44.35,44.35
2019-02-15 21:00:00+01:00,43.37,43.37,43.37,43.37,43.37
2019-02-15 22:00:00+01:00,43.37,43.37,43.37,43.37,43.37
2019-02-15 23:00:00+01:00,42.26,42.26,39.92,39.92,42.26
2019-02-16 00:00:00+01:00,42.23,42.23,39.67,39.67,42.23
2019-02-16 01:00:00+01:00,41.81,41.81,37.16,37.16,41.81
2019-02-16 02:00:00+01:00,41.72,41.72,36.0,36.0,41.72
2019-02-16 03:00:00+01:00,41.64,41.64,36.29,36.29,41.64
2019-02-16 04:00:00+01:00,41.54,41.54,36.52,36.52,41.54
2019-02-16 05:00:00+01:00,41.44,41.44,35.5,35.5,41.44
2019-02-16 06:00:00+01:00,41.39,41.39,38.39,38.39,41.39
2019-02-16 07:00:00+01:00,41.02,41.02,40.39,40.39,41.02
2019-02-16 08:00:00+01:00,41.48,41.48,40.94,40.94,41.48
2019-02-16 09:00:00+01:00,42.02,42.02,40.92,40.92,42.02
2019-02-16 10:00:00+01:00,42.45,42.45,41.67,41.67,42.45
2019-02-16 11:00:00+01:00,42.18,42.18,41.33,41.33,42.18
2019-02-16 12:00:00+01:00,43.0,43.0,39.07,39.07,43.0
2019-02-16 13:00:00+01:00,42.8,42.8,38.8,38.8,42.8
2019-02-16 14:00:00+01:00,42.68,42.68,38.47,38.47,42.68
2019-02-16 15:00:00+01:00,42.65,42.65,39.61,39.61,42.65
2019-02-16 16:00:00+01:00,42.69,42.69,42.23,42.23,42.69
2019-02-16 17:00:00+01:00,43.75,43.75,43.75,43.75,43.75
2019-02-16 18:00:00+01:00,43.81,43.81,43.81,43.81,43.81
2019-02-16 19:00:00+01:00,43.39,43.39,43.39,43.39,43.39
2019-02-16 20:00:00+01:00,43.11,43.11,42.49,42.49,43.11
2019-02-16 21:00:00+01:00,43.01,43.01,40.67,40.67,43.01
2019-02-16 22:00:00+01:00,43.05,43.05,38.99,38.99,43.05
2019-02-16 23:00:00+01:00,43.01,43.01,40.07,40.07,43.01
2019-02-17 00:00:00+01:00,42.0,42.0,38.13,38.13,42.0
2019-02-17 01:00:00+01:00,41.71,41.71,37.33,37.33,41.71
2019-02-17 02:00:00+01:00,41.71,41.71,37.35,37.35,41.71
2019-02-17 03:00:00+01:00,41.57,41.57,37.36,37.36,41.57
2019-02-17 04:00:00+01:00,41.53,41.53,37.4,37.4,41.53
2019-02-17 05:00:00+01:00,41.4,41.4,39.38,39.38,41.4
2019-02-17 06:00:00+01:00,41.48,41.48,40.01,40.01,41.48
2019-02-17 07:00:00+01:00,41.66,41.66,40.62,40.62,41.66
2019-02-17 08:00:00+01:00,41.58,41.58,41.58,41.58,41.58
2019-02-17 09:00:00+01:00,42.47,42.47,42.47,42.47,42.47
2019-02-17 10:00:00+01:00,43.05,43.05,43.05,43.05,43.05
2019-02-17 11:00:00+01:00,43.3,43.3,43.3,43.3,43.3
2019-02-17 12:00:00+01:00,43.21,43.21,43.21,43.21,43.21
2019-02-17 13:00:00+01:00,43.27,43.27,43.27,43.27,43.27
2019-02-17 14:00:00+01:00,43.13,43.13,43.13,43.13,43.13
2019-02-17 15:00:00+01:00,43.01,43.01,43.01,43.01,43.01
2019-02-17 16:00:00+01:00,43.74,43.74,43.74,43.74,43.74
2019-02-17 17:00:00+01:00,45.4,45.4,45.4,45.4,45.4
2019-02-17 18:00:00+01:00,46.3,46.3,46.3,46.3,46.3
2019-02-17 19:00:00+01:00,46.13,46.13,46.13,46.13,46.13
2019-02-17 20:00:00+01:00,45.04,45.04,45.04,45.04,45.04
2019-02-17 21:00:00+01:00,43.32,43.32,43.32,43.32,43.32
2019-02-17 22:00:00+01:00,42.91,42.91,42.91,42.91,42.91
2019-02-17 23:00:00+01:00,42.27,42.27,42.27,42.27,42.27
2019-02-18 00:00:00+01:00,41.51,41.51,40.38,40.38,41.51
2019-02-18 01:00:00+01:00,41.26,41.26,38.78,38.78,41.26
2019-02-18 02:00:00+01:00,41.14,41.14,38.78,38.78,41.14
2019-02-18 03:00:00+01:00,41.07,41.07,38.2,38.2,41.07
2019-02-18 04:00:00+01:00,40.7,40.7,40.46,40.46,40.7
2019-02-18 05:00:00+01:00,43.66,43.66,43.66,43.66,43.66
2019-02-18 06:00:00+01:00,45.52,45.52,45.52,45.52,45.52
2019-02-18 07:00:00+01:00,46.27,46.27,46.08,46.08,46.27
2019-02-18 08:00:00+01:00,46.6,46.6,46.53,46.53,46.6
2019-02-18 09:00:00+01:00,46.54,46.54,46.54,46.54,46.54
2019-02-18 10:00:00+01:00,46.41,46.41,46.41,46.41,46.41
2019-02-18 11:00:00+01:00,45.09,45.09,45.09,45.09,45.09
2019-02-18 12:00:00+01:00,44.15,44.15,44.15,44.15,44.15
2019-02-18 13:00:00+01:00,43.97,43.97,43.97,43.97,43.97
2019-02-18 14:00:00+01:00,44.78,44.78,44.78,44.78,44.78
2019-02-18 15:00:00+01:00,45.55,45.55,45.55,45.55,45.55
2019-02-18 16:00:00+01:00,46.03,46.03,46.03,46.03,46.03
2019-02-18 17:00:00+01:00,46.27,46.27,46.27,46.27,46.27
2019-02-18 18:00:00+01:00,46.23,46.23,46.1,46.1,46.23
2019-02-18 19:00:00+01:00,45.35,45.35,45.35,45.35,45.35
2019-02-18 20:00:00+01:00,44.8,44.8,44.8,44.8,44.8
2019-02-18 21:00:00+01:00,43.98,43.98,43.98,43.98,43.98
2019-02-18 22:00:00+01:00,42.69,42.69,42.23,42.23,42.69
2019-02-18 23:00:00+01:00,42.38,42.38,39.51,39.51,42.38
2019-02-19 00:00:00+01:00,41.6,41.6,41.04,41.04,41.6
2019-02-19 01:00:00+01:00,41.03,41.03,40.58,40.58,41.03
2019-02-19 02:00:00+01:00,40.95,40.95,40.35,40.35,40.95
2019-02-19 03:00:00+01:00,40.93,40.93,40.32,40.32,40.93
2019-02-19 04:00:00+01:00,40.61,40.61,40.43,40.43,40.61
2019-02-19 05:00:00+01:00,41.69,41.69,41.69,41.69,41.69
2019-02-19 06:00:00+01:00,43.87,43.87,43.87,43.87,43.87
2019-02-19 07:00:00+01:00,45.68,45.68,45.68,45.68,45.68
2019-02-19 08:00:00+01:00,45.64,45.64,45.64,45.64,45.64
2019-02-19 09:00:00+01:00,44.22,44.22,44.22,44.22,44.22
2019-02-19 10:00:00+01:00,43.55,43.55,43.55,43.55,43.55
2019-02-19 11:00:00+01:00,43.17,43.17,43.17,43.17,43.17
2019-02-19 12:00:00+01:00,42.97,42.97,42.97,42.97,42.97
2019-02-19 13:00:00+01:00,42.92,42.92,42.92,42.92,42.92
2019-02-19 14:00:00+01:00,43.01,43.01,43.01,43.01,43.01
2019-02-19 15:00:00+01:00,43.03,43.03,43.03,43.03,43.03
2019-02-19 16:00:00+01:00,43.38,43.38,43.38,43.38,43.38
2019-02-19 17:00:00+01:00,44.9,44.9,44.9,44.9,44.9
2019-02-19 18:00:00+01:00,45.06,45.06,45.06,45.06,45.06
2019-02-19 19:00:00+01:00,44.12,44.12,44.12,44.12,44.12
2019-02-19 20:00:00+01:00,43.67,43.67,43.67,43.67,43.67
2019-02-19 21:00:00+01:00,42.91,42.91,42.03,42.03,42.91
2019-02-19 22:00:00+01:00,42.96,42.96,41.0,41.0,42.96
2019-02-19 23:00:00+01:00,42.5,42.5,40.31,40.31,42.5
2019-02-20 00:00:00+01:00,42.51,42.51,40.69,40.69,42.51
2019-02-20 01:00:00+01:00,42.16,42.16,40.39,40.39,42.16
2019-02-20 02:00:00+01:00,42.08,42.08,40.21,40.21,42.08
2019-02-20 03:00:00+01:00,42.12,42.12,40.37,40.37,42.12
2019-02-20 04:00:00+01:00,41.43,41.43,40.49,40.49,41.43
2019-02-20 05:00:00+01:00,41.68,41.68,41.43,41.43,41.68
2019-02-20 06:00:00+01:00,43.42,43.42,43.42,43.42,43.42
